,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
3543,ЮгСтройИнвест,developer,https://krasnodar.cian.ru/sale/flat/300728998/,Краснодар,sale,flat,18,22,3,85.98,11701878,,,,,Достояние
3544,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298311669/,Краснодар,sale,flat,12,16,3,72.9,11671290,,,,,Самолет
3545,ТОЧНО,developer,https://krasnodar.cian.ru/sale/flat/296590320/,Краснодар,sale,flat,18,18,3,92.8,11794880,Карасунский, Имени Виктора Нарыкова,,,Первое место
3546,Юг-Инжиниринг,developer,https://krasnodar.cian.ru/sale/flat/298247694/,Краснодар,sale,flat,2,18,3,94.75,11654250,Догма Парк мкр, Марины Цветаевой,17к2,,Аксиома
3547,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/293605030/,Краснодар,sale,flat,6,16,3,78.17,11889657,,,,,Сегодня
3548,БАУИНВЕСТ,developer,https://krasnodar.cian.ru/sale/flat/300737141/,Краснодар,sale,flat,1,22,3,86.9,11802150,Прикубанский, Героя Владислава Посадского,14/1,,Бауинвест
3549,ССК,developer,https://krasnodar.cian.ru/sale/flat/302121463/,Краснодар,sale,flat,21,24,3,79.33,11899500,,,,,Фонтаны
3550,ЮГСИТИ Новостройки,representative_developer,https://krasnodar.cian.ru/sale/flat/301662789/,Краснодар,sale,flat,13,16,3,78.17,11889657,,,,,Сегодня
3551,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298311687/,Краснодар,sale,flat,2,16,3,73.8,11815380,,,,,Самолет
3552,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/289020083/,Краснодар,sale,flat,8,24,3,78.4,11910250,Прикубанский, Имени Героя Георгия Бочарникова,2лит2,,Улыбка
3553,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301331676/,Краснодар,sale,flat,3,9,3,81.7,11977220,,,,,Парк Победы - 2
3554,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/302161728/,Краснодар,sale,flat,2,16,3,73.8,11955600,Прикубанский, Ивана Беличенко,90к1,,Самолет
3555,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298316674/,Краснодар,sale,flat,16,16,3,72.1,11903710,Прикубанский, Анны Ахматовой,,,Dogma park
3556,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293450327/,Краснодар,sale,flat,16,16,3,72.1,12091170,,,,,Dogma park
3557,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299787295/,Краснодар,sale,flat,16,18,3,79.4,12044980,,,,,Парк Победы - 2
3558,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299831576/,Краснодар,sale,flat,9,16,3,73.2,12092640,,,,,Самолет
3559,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299825849/,Краснодар,sale,flat,16,16,3,72.1,12091170,,,,,Dogma park
3560,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821819/,Краснодар,sale,flat,16,16,3,72.1,12091170,Прикубанский, Анны Ахматовой,,,Dogma park
3561,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293463248/,Краснодар,sale,flat,3,16,3,73.2,12092640,,,,,Самолет
3562,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293452981/,Краснодар,sale,flat,16,16,3,72.1,12091170,Прикубанский, Анны Ахматовой,,,Dogma park
3563,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298316936/,Краснодар,sale,flat,3,16,3,75.8,12135580,Прикубанский, Анны Ахматовой,,,Dogma park
3564,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298317481/,Краснодар,sale,flat,3,16,3,75.8,12135580,"на 3 этаже. Новый жилой комплекс ""Dogma park"" от застройщика ""DOGMA"" расположен по адресу город Краснодар", Марины Цветаевой.,,,Dogma park
3565,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298317418/,Краснодар,sale,flat,11,16,3,75.3,12055530,"на 11 этаже. Новый жилой комплекс ""Dogma park"" от застройщика ""DOGMA"" расположен по адресу город Краснодар", Марины Цветаевой.,,,Dogma park
3566,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298316871/,Краснодар,sale,flat,10,16,3,75.3,12055530,Прикубанский, Анны Ахматовой,,,Dogma park
3567,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299787197/,Краснодар,sale,flat,6,18,3,79.7,12090490,,,,,Парк Победы - 2
3568,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/296533926/,Краснодар,sale,flat,3,18,3,79.7,12090490,,,,,Парк Победы - 2
3569,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308923/,Краснодар,sale,flat,14,16,3,77.8,12028000,Прикубанский, Западный обход,57лит29,,Самолет
3570,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308874/,Краснодар,sale,flat,12,16,3,78.1,12105500,Прикубанский, Ивана Беличенко,103/1,,Самолет
3571,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308844/,Краснодар,sale,flat,14,16,3,77.8,12059000,Прикубанский, Ивана Беличенко,103,,Самолет
3572,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308410/,Краснодар,sale,flat,10,16,3,77.8,12059000,Прикубанский, Константина Гондаря,99,,Самолет
3573,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308291/,Краснодар,sale,flat,10,16,3,77.8,12059000,Прикубанский, Ивана Беличенко,95к1,,Самолет
3574,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299162645/,Краснодар,sale,flat,3,24,3,62.4,12114600,мкр. Табачная фабрика,Колхозная ,5к7,,Все свои Vip
3575,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293461667/,Краснодар,sale,flat,1,16,3,73.8,12191760,,,,,Самолет
3576,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299868659/,Краснодар,sale,flat,2,16,3,73.8,12191760,,,,,Самолет
3577,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/295359800/,Краснодар,sale,flat,1,18,3,88.3,12160000,Прикубанский, Героя Владислава Посадского,17,,Парк у дома
3578,AVA,developer,https://krasnodar.cian.ru/sale/flat/301766344/,Краснодар,sale,flat,16,16,3,110.9,12199000,,,,,Зеленодар
3579,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299831650/,Краснодар,sale,flat,2,16,3,73.8,12191760,,,,,Самолет
3580,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293463404/,Краснодар,sale,flat,2,16,3,73.8,12191760,,,,,Самолет
3581,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298317489/,Краснодар,sale,flat,2,16,3,76.5,12247650,"на 2 этаже. Новый жилой комплекс ""Dogma park"" от застройщика ""DOGMA"" расположен по адресу город Краснодар", Марины Цветаевой.,,,Dogma park
3582,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298316943/,Краснодар,sale,flat,2,16,3,76.5,12247650,Прикубанский, Анны Ахматовой,,,Dogma park
3583,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299374117/,Краснодар,sale,flat,2,9,3,71.5,12155000,мкр. Калинино, Западный обход,42лит2/7,,Sport Village
3584,ВКБ-Новостройки,developer,https://krasnodar.cian.ru/sale/flat/295357956/,Краснодар,sale,flat,1,18,3,89.7,12220000,Прикубанский, Героя Владислава Посадского,17,,Парк у дома
3585,Юг-Инжиниринг,developer,https://krasnodar.cian.ru/sale/flat/298248094/,Краснодар,sale,flat,11,18,3,97.55,12193750,Догма Парк мкр, Марины Цветаевой,17к2,,Аксиома
3586,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821465/,Краснодар,sale,flat,9,16,3,75.8,12332660,Прикубанский, Анны Ахматовой,,,Dogma park
3587,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/300978641/,Краснодар,sale,flat,4,18,3,84.6,12360060,,,,,Эрмитаж
3588,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/300981461/,Краснодар,sale,flat,3,18,3,84.6,12360060,,,,,Эрмитаж
3589,ЮгСтройИнвест,developer,https://krasnodar.cian.ru/sale/flat/300965594/,Краснодар,sale,flat,4,18,3,84.6,12360060,,,,,Эрмитаж
3590,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362056/,Краснодар,sale,flat,9,18,3,79.7,12353500,,,,,Парк Победы - 2
3591,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299822623/,Краснодар,sale,flat,9,16,3,75.8,12332660,,,,,Dogma park
3592,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299822694/,Краснодар,sale,flat,14,16,3,75.3,12251310,,,,,Dogma park
3593,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821549/,Краснодар,sale,flat,14,16,3,75.3,12251310,Прикубанский, Анны Ахматовой,,,Dogma park
3594,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/302045976/,Краснодар,sale,flat,2,16,3,73.8,12331980,Прикубанский, Ивана Беличенко,90к1,,Самолет
3595,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293453226/,Краснодар,sale,flat,3,16,3,75.8,12332660,,,,,Dogma park
3596,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293453152/,Краснодар,sale,flat,11,16,3,75.3,12251310,,,,,Dogma park
3597,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293452963/,Краснодар,sale,flat,3,16,3,75.8,12332660,Прикубанский, Анны Ахматовой,,,Dogma park
3598,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293452887/,Краснодар,sale,flat,10,16,3,75.3,12251310,Прикубанский, Анны Ахматовой,,,Dogma park
3599,ЮГСИТИ Новостройки,representative_developer,https://krasnodar.cian.ru/sale/flat/301662865/,Краснодар,sale,flat,16,16,3,81.43,12385503,,,,,Сегодня
3600,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299931061/,Краснодар,sale,flat,3,16,3,97.24,12346940,Черемушки мкр, Вишняковой,1/23к1,,Радонеж
3601,БАУИНВЕСТ,developer,https://krasnodar.cian.ru/sale/flat/300736803/,Краснодар,sale,flat,2,22,3,89.5,12282780,Прикубанский, Героя Владислава Посадского,14/1,,Бауинвест
3602,ТОЧНО,developer,https://krasnodar.cian.ru/sale/flat/301173070/,Краснодар,sale,flat,18,18,3,91.2,12312000,Карасунский, Юрия Радоняка,,,Первое место
3603,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299162671/,Краснодар,sale,flat,4,24,3,62.5,12398100,мкр. Табачная фабрика,Колхозная ,5к7,,Все свои Vip
3604,Юг-Инжиниринг,developer,https://krasnodar.cian.ru/sale/flat/298247269/,Краснодар,sale,flat,18,18,3,90.17,12263120,Догма Парк мкр, Марины Цветаевой,17к2,,Аксиома
3605,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301771249/,Краснодар,sale,flat,17,21,3,92.48,12484800,мкр. ХБК,Уральская ,100/8,,Режиссёр
3606,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301771347/,Краснодар,sale,flat,15,21,3,92.54,12492900,мкр. ХБК,Уральская ,100/8,,Режиссёр
3607,ЮГСИТИ Новостройки,representative_developer,https://krasnodar.cian.ru/sale/flat/301664512/,Краснодар,sale,flat,3,18,3,87.6,12419999,Прикубанский, Героя Владислава Посадского,17,,Парк у дома
3608,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299822505/,Краснодар,sale,flat,2,16,3,76.5,12446550,,,,,Dogma park
3609,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821342/,Краснодар,sale,flat,2,16,3,76.5,12446550,Прикубанский, Анны Ахматовой,,,Dogma park
3610,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293453235/,Краснодар,sale,flat,2,16,3,76.5,12446550,,,,,Dogma park
3611,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293452973/,Краснодар,sale,flat,2,16,3,76.5,12446550,Прикубанский, Анны Ахматовой,,,Dogma park
3612,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298310842/,Краснодар,sale,flat,16,16,3,75.1,12474110,,,,,Самолет
3613,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301285448/,Краснодар,sale,flat,-1,-1,-1,202.0,12486500,,,,,Репин Парк
3614,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299162889/,Краснодар,sale,flat,3,24,3,66.0,12462300,мкр. Табачная фабрика,Колхозная ,5к6,,Все свои Vip
3615,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301239458/,Краснодар,sale,flat,3,16,3,89.6,12615680,,,,,Парк Победы - 2
3616,ВКБ-Новостройки,developer,https://krasnodar.cian.ru/sale/flat/299742505/,Краснодар,sale,flat,4,18,3,87.6,12510000,Прикубанский, Героя Владислава Посадского,17,,Парк у дома
3617,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301178943/,Краснодар,sale,flat,18,18,3,92.8,12528000,Карасунский, Юрия Радоняка,,,Первое место
3618,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301331745/,Краснодар,sale,flat,12,16,3,89.3,12635950,,,,,Парк Победы - 2
3619,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/301061984/,Краснодар,sale,flat,3,16,3,89.7,12629760,,,,,Парк Победы - 2
3620,Юг-Инжиниринг,developer,https://krasnodar.cian.ru/sale/flat/298248113/,Краснодар,sale,flat,12,18,3,97.41,12565890,Догма Парк мкр, Марины Цветаевой,17к2,,Аксиома
3621,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299162667/,Краснодар,sale,flat,10,24,3,67.4,12558000,мкр. Табачная фабрика,Колхозная ,5к7,,Все свои Vip
3622,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299159783/,Краснодар,sale,flat,20,24,3,71.6,12673200,,,,,Микрорайон Любимово
3623,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294361948/,Краснодар,sale,flat,5,9,3,81.7,12663500,,,,,Парк Победы - 2
3624,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293468240/,Краснодар,sale,flat,16,16,3,74.7,12713940,,,,,Самолет
3625,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299820991/,Краснодар,sale,flat,13,16,3,74.8,12723480,Прикубанский, Ивана Беличенко,89,,Самолет
3626,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/301061941/,Краснодар,sale,flat,15,16,3,89.4,12676920,,,,,Парк Победы - 2
3627,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293525568/,Краснодар,sale,flat,13,16,3,74.8,12723480,Прикубанский, Ивана Беличенко,89,,Самолет
3628,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308892/,Краснодар,sale,flat,16,16,3,84.6,12690000,Прикубанский, Ивана Беличенко,103/1,,Самолет
3629,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299162790/,Краснодар,sale,flat,6,24,3,63.6,12652400,мкр. Табачная фабрика,Колхозная ,5к7,,Все свои Vip
3630,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/300978723/,Краснодар,sale,flat,5,18,3,87.9,12842190,,,,,Эрмитаж
3631,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362247/,Краснодар,sale,flat,16,18,3,82.9,12849500,,,,,Парк Победы - 2
3632,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298311532/,Краснодар,sale,flat,16,16,3,75.1,12774510,,,,,Самолет
3633,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/301329379/,Краснодар,sale,flat,6,9,3,92.7,12959460,,,,,Парк Победы - 2
3634,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821179/,Краснодар,sale,flat,11,16,3,77.8,12992600,Прикубанский, Ивана Беличенко,103,,Самолет
3635,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299829759/,Краснодар,sale,flat,10,16,3,77.6,12959200,Прикубанский, Западный обход,57лит29,,Самолет
3636,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821129/,Краснодар,sale,flat,11,16,3,77.8,12992600,Прикубанский, Ивана Беличенко,97,,Самолет
3637,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362436/,Краснодар,sale,flat,3,18,3,83.7,12973500,,,,,Парк Победы - 2
3638,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293526373/,Краснодар,sale,flat,10,16,3,77.6,12959200,Прикубанский, Западный обход,57лит29,,Самолет
3639,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293526244/,Краснодар,sale,flat,13,16,3,77.8,12992600,Прикубанский, Ивана Беличенко,103,,Самолет
3640,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293526082/,Краснодар,sale,flat,11,16,3,77.8,12992600,Прикубанский, Ивана Беличенко,97,,Самолет
3641,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308906/,Краснодар,sale,flat,3,16,3,83.7,12958000,Прикубанский, Западный обход,57лит29,,Самолет
3642,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308890/,Краснодар,sale,flat,14,16,3,83.4,12927000,Прикубанский, Ивана Беличенко,103/1,,Самолет
3643,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308893/,Краснодар,sale,flat,9,16,3,83.7,12973500,Прикубанский, Ивана Беличенко,103/1,,Самолет
3644,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308840/,Краснодар,sale,flat,4,16,3,83.7,12973500,Прикубанский, Ивана Беличенко,103,,Самолет
3645,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308821/,Краснодар,sale,flat,14,16,3,83.4,12927000,Прикубанский, Ивана Беличенко,103,,Самолет
3646,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308770/,Краснодар,sale,flat,5,16,3,83.7,12973500,Прикубанский, Ивана Беличенко,101,,Самолет
3647,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308774/,Краснодар,sale,flat,11,16,3,83.4,12927000,Прикубанский, Ивана Беличенко,101,,Самолет
3648,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308414/,Краснодар,sale,flat,8,16,3,83.7,12973500,Прикубанский, Константина Гондаря,99,,Самолет
3649,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308305/,Краснодар,sale,flat,9,16,3,83.7,12973500,Прикубанский, Константина Гондаря,103,,Самолет
3650,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308307/,Краснодар,sale,flat,11,16,3,83.4,12927000,Прикубанский, Константина Гондаря,103,,Самолет
3651,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298301009/,Краснодар,sale,flat,3,16,3,86.3,12945000,Прикубанский, Ивана Беличенко,92к2,,Самолет
3652,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/295376929/,Краснодар,sale,flat,3,22,3,84.0,12999999,Прикубанский, Героя Владислава Посадского,17к1,,Парк у дома
3653,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301331687/,Краснодар,sale,flat,6,9,3,92.7,12959460,,,,,Парк Победы - 2
3654,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/300981486/,Краснодар,sale,flat,8,18,3,87.9,13017990,,,,,Эрмитаж
3655,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293526349/,Краснодар,sale,flat,4,16,3,78.4,13092800,Прикубанский, Ивана Беличенко,103/1,,Самолет
3656,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299829733/,Краснодар,sale,flat,8,16,3,78.4,13092800,Прикубанский, Ивана Беличенко,103/1,,Самолет
3657,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/302161719/,Краснодар,sale,flat,2,16,3,73.8,13062600,Прикубанский, Ивана Беличенко,92,,Самолет
3658,ЮгСтройИнвест,developer,https://krasnodar.cian.ru/sale/flat/300965159/,Краснодар,sale,flat,7,18,3,87.9,13017990,,,,,Эрмитаж
3659,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299162641/,Краснодар,sale,flat,3,24,3,68.0,13102800,мкр. Табачная фабрика,Колхозная ,5к7,,Все свои Vip
3660,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/295017361/,Краснодар,sale,flat,5,22,3,86.0,13199999,Прикубанский, Героя Владислава Посадского,17к1,,Парк у дома
3661,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285187064/,Краснодар,sale,flat,2,23,3,91.05,13156725,мкр. Черемушки, Селезнева,104/1,,Дом у озера
3662,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/302185613/,Краснодар,sale,flat,6,16,3,73.5,13230000,Прикубанский, Ивана Беличенко,83,,Самолет
3663,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298322403/,Краснодар,sale,flat,11,16,3,82.2,13160220,,,,,Самолет
3664,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/302190945/,Краснодар,sale,flat,6,16,3,73.5,13230000,Прикубанский, Ивана Беличенко,83,,Самолет
3665,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298313756/,Краснодар,sale,flat,7,16,3,82.5,13208250,,,,,Самолет
3666,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362341/,Краснодар,sale,flat,2,18,3,85.6,13268000,,,,,Парк Победы - 2
3667,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299831754/,Краснодар,sale,flat,16,16,3,75.1,13157520,,,,,Самолет
3668,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299868337/,Краснодар,sale,flat,11,16,3,72.9,13202190,Прикубанский, Ивана Беличенко,92к2,,Самолет
3669,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293463268/,Краснодар,sale,flat,16,16,3,75.1,13157520,,,,,Самолет
3670,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299829440/,Краснодар,sale,flat,12,16,3,77.8,13233780,Прикубанский, Ивана Беличенко,95к1,,Самолет
3671,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299818046/,Краснодар,sale,flat,14,16,3,77.8,13233780,Прикубанский, Константина Гондаря,99,,Самолет
3672,Камбер,developer,https://krasnodar.cian.ru/sale/flat/276696435/,Краснодар,sale,flat,2,23,3,91.4,13207300,мкр. Черемушки, Селезнева,104/1,,Дом у озера
3673,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293525692/,Краснодар,sale,flat,5,16,3,78.1,13284810,Прикубанский, Константина Гондаря,99,,Самолет
3674,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293525457/,Краснодар,sale,flat,4,16,3,78.1,13284810,Прикубанский, Ивана Беличенко,95к1,,Самолет
3675,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362249/,Краснодар,sale,flat,18,18,3,84.7,13264000,,,,,Парк Победы - 2
3676,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298311875/,Краснодар,sale,flat,5,16,3,82.5,13208250,,,,,Самолет
3677,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298311866/,Краснодар,sale,flat,10,16,3,82.2,13160220,,,,,Самолет
3678,ВКБ-Новостройки,developer,https://krasnodar.cian.ru/sale/flat/293920816/,Краснодар,sale,flat,6,22,3,86.0,13249999,Прикубанский, Героя Владислава Посадского,17к1,,Парк у дома
3679,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299868309/,Краснодар,sale,flat,2,16,3,73.8,13365180,Прикубанский, Ивана Беличенко,92к2,,Самолет
3680,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299868493/,Краснодар,sale,flat,14,16,3,82.2,13415040,,,,,Самолет
3681,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/300495795/,Краснодар,sale,flat,2,16,3,82.9,13529280,,,,,Самолет
3682,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299868395/,Краснодар,sale,flat,2,16,3,82.9,13529280,,,,,Самолет
3683,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293468563/,Краснодар,sale,flat,2,16,3,82.5,13464000,,,,,Самолет
3684,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299159606/,Краснодар,sale,flat,2,18,3,47.51,13406820,,,,,Патрики
3685,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299831485/,Краснодар,sale,flat,14,16,3,82.2,13415040,,,,,Самолет
3686,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821235/,Краснодар,sale,flat,2,16,3,73.8,13438980,Прикубанский, Ивана Беличенко,92,,Самолет
3687,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293468473/,Краснодар,sale,flat,10,16,3,82.2,13415040,,,,,Самолет
3688,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/300494198/,Краснодар,sale,flat,2,16,3,82.9,13529280,,,,,Самолет
3689,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293463052/,Краснодар,sale,flat,11,16,3,82.2,13415040,,,,,Самолет
3690,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308822/,Краснодар,sale,flat,16,16,3,84.6,13536000,Прикубанский, Ивана Беличенко,103,,Самолет
3691,Юг-Инжиниринг,developer,https://krasnodar.cian.ru/sale/flat/298248070/,Краснодар,sale,flat,11,18,3,107.72,13465000,Догма Парк мкр, Марины Цветаевой,17к2,,Аксиома
3692,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308398/,Краснодар,sale,flat,12,16,3,91.1,13665000,Прикубанский, Константина Гондаря,99,,Самолет
3693,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298301496/,Краснодар,sale,flat,10,16,3,86.0,13768600,,,,,Самолет
3694,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821370/,Краснодар,sale,flat,3,16,3,86.3,13911560,,,,,Самолет
3695,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362223/,Краснодар,sale,flat,7,18,3,89.8,13919000,,,,,Парк Победы - 2
3696,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293526278/,Краснодар,sale,flat,14,16,3,83.4,13927800,Прикубанский, Ивана Беличенко,103,,Самолет
3697,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299868292/,Краснодар,sale,flat,10,16,3,83.4,13927800,Прикубанский, Ивана Беличенко,103,,Самолет
3698,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298301479/,Краснодар,sale,flat,1,16,3,86.7,13880670,,,,,Самолет
